prompt,TP,FP,FN,acc,F1
silenced temporal squire artwork member,0.003533569,0.74204947,0.254416961,0.004739336,0.007042254
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan encore,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174 [unused0],0.003584229,0.752688172,0.243727599,0.004739336,0.007142857
tells curls pan 174 [unused0],0.003584229,0.752688172,0.243727599,0.004739336,0.007142857
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
tells curls pan 174,0.003546099,0.744680851,0.25177305,0.004739336,0.007067138
raaf [unused0] involve mw,0.003571429,0.75,0.246428571,0.004739336,0.007117438
raafkan [unused0] mw,0.002967359,0.623145401,0.37388724,0.004739336,0.00591716
raafkan [unused0] mw,0.002967359,0.623145401,0.37388724,0.004739336,0.00591716
raafkan aesthetic,0.003521127,0.73943662,0.257042254,0.004739336,0.007017544
ე dresser defect hidalgoদ,0,0.745583039,0.254416961,0,0
ე dresser squire hidalgoদ,0,0.597733711,0.402266289,0,0
ე dresser defect boomingদ,0,0.597733711,0.402266289,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ [unused0],0,0.745583039,0.254416961,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
ე dresser defect hidalgoধ,0,0.742957746,0.257042254,0,0
[unused0] gettysburg defect,0,0.753571429,0.246428571,0,0
[unused0] gettysburg defect,0,0.753571429,0.246428571,0,0
[unused0] gettysburg defect,0,0.753571429,0.246428571,0,0
gettysburg squire [unused0],0,0.753571429,0.246428571,0,0
gettysburg squire [unused0],0,0.753571429,0.246428571,0,0
gettysburg squire [unused0],0,0.753571429,0.246428571,0,0
##nikov squire,0,0.758992806,0.241007194,0,0
##js squire,0,0.74822695,0.25177305,0,0
##nikov squire,0,0.758992806,0.241007194,0,0
##js squire,0,0.74822695,0.25177305,0,0
##nikov squire,0,0.758992806,0.241007194,0,0
,0,0.753571429,0.246428571,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused1],0,0.753571429,0.246428571,0,0
[unused1],0,0.753571429,0.246428571,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
[unused0],0,0.772893773,0.227106227,0,0
##ication,0,0.74822695,0.25177305,0,0
knot [unused0] bedside defect unlimited crack crowded,0,0.647239264,0.352760736,0,0
knot [unused0] morphology defect unlimited crack crowded,0,0.61516035,0.38483965,0,0
knot [unused0] bedside squire unlimited crack crowded,0,0.703333333,0.296666667,0,0
knot [unused0] bedside squire guiding crack crowded,0,0.802281369,0.197718631,0,0
knot [unused0] bedside squire guiding airline detection,0,0.732638889,0.267361111,0,0
knot [unused0] bedside squire impacts neighboring crowded,0,0.937777778,0.062222222,0,0
[unused0] silenced overs defect heels member,0,0.770072993,0.229927007,0,0
[unused0] silenced overs defect heels member,0,0.770072993,0.229927007,0,0
##fed overs defect heels member,0,0.767272727,0.232727273,0,0
silenced temporal squire heels college,0,0.74822695,0.25177305,0,0
silenced temporal squire heels member [unused0],0,0.74822695,0.25177305,0,0
##cel bonds sumner defect sabres,0,0.742957746,0.257042254,0,0
##enter bonds sumner defect sabres,0,0.742957746,0.257042254,0,0
##cel darling sumner defect sabres,0,0.613372093,0.386627907,0,0
##cel bonds [unused0] sumner defect sabres,0,0.740350877,0.259649123,0,0
##cel bonds [unused0] bk defect sabres,0,0.742957746,0.257042254,0,0
##cel bonds [unused0] sumner squire sabres,0,0.700996678,0.299003322,0,0
##cel bonds [unused0] sumner defect virginity,0,0.678456592,0.321543408,0,0
##cel bonds [unused0] sumner defect sabres [unused0],0,0.740350877,0.259649123,0,0
##cel bonds [unused0] sumner defect sabres [unused0] [unused0],0,0.742957746,0.257042254,0,0
##cel triangle [unused0] sumner defect sabres [unused0] [unused0],0,0.758992806,0.241007194,0,0
##cel bonds [unused0] sumnerication nostalgia [unused0] [unused0],0,0.742957746,0.257042254,0,0
atv triangle [unused0] sumner defect sabres [unused0] [unused0],0,0.74822695,0.25177305,0,0
##enter triangle [unused0] sumnerication sabres [unused0] [unused0],0,0.72260274,0.27739726,0,0
##cel triangle [unused0] sumner defect nostalgia [unused0] [unused0],0,0.756272401,0.243727599,0,0
##cel triangle [unused0] sumner defect sabres [unused0] [unused0],0,0.758992806,0.241007194,0,0
##cel triangle [unused0] sumner defect sabres [unused0] [unused0],0,0.758992806,0.241007194,0,0
##cel triangle [unused0] sumner defect nostalgia [unused0] [unused0],0,0.756272401,0.243727599,0,0
##cel triangle [unused0] sumner defect sabres [unused0] [unused0],0,0.758992806,0.241007194,0,0
##cel triangle [unused0] sumner defect nostalgia [unused0] [unused0],0,0.756272401,0.243727599,0,0
##cel triangle [unused0] sumner defect sabres [unused0] [unused0],0,0.758992806,0.241007194,0,0
##cel bonds [unused0] sumner defect sabres [unused0] [unused0],0,0.742957746,0.257042254,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumner defect nostalgia [unused0] [unused0],0,0.756272401,0.243727599,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
##cel triangle [unused0] sumnerication nostalgia [unused0] [unused0],0,0.761732852,0.238267148,0,0
[unused0] krakow defect,0,0.753571429,0.246428571,0,0
##lo curls markets 174,0,0.745583039,0.254416961,0,0
tells curls markets 174,0,0.742957746,0.257042254,0,0
tells obscure markets 174,0,0.745583039,0.254416961,0,0
tells curls [unused0] markets 174,0,0.742957746,0.257042254,0,0
tells curls [unused0] markets 174,0,0.742957746,0.257042254,0,0
tells curls nervous 174,0,0.75088968,0.24911032,0,0
raafkan mw [unused0],0,0.75088968,0.24911032,0,0
raafkan mw [unused0],0,0.75088968,0.24911032,0,0
##mori,0,0.74822695,0.25177305,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
##if,0,0.781481481,0.218518519,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
,0,0.753571429,0.246428571,0,0
